step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
24,material_type,37,magnetic_susceptibility,-0.032355129366776314,0.3748307324012788,20,-0.032355129366776314,6000.0,,
24,material_type,37,zt,0.48503071158409694,0.5419283046173594,780,0.48503071158409694,234000.0,,
24,material_type,37,power_factor,0.4770450449317182,0.5537676773151035,807,0.4770450449317182,242100.0,,
24,material_type,37,thermal_conductivity,0.47597307180611725,0.5269640075042364,948,0.47597307180611725,284400.0,,
24,material_type,37,electrical_resistivity,0.06382538293153528,0.46143460533581276,1120,0.06382538293153528,336000.0,,
24,material_type,37,dos_density,0.41707426432828965,0.1410343437651037,1736,0.41707426432828965,520800.0,,
24,material_type,37,seebeck,0.43211891944490866,0.5325195852987797,1888,0.43211891944490866,566400.0,,
24,material_type,37,formation_energy,0.9354057691816996,0.19431959323447906,5414,0.9354057691816996,,,
24,material_type,37,magnetic_moment,0.2929474335910839,0.6778423355819874,200,0.2929474335910839,,,
24,material_type,37,tc,0.663295218653188,0.39902711319617157,1640,0.663295218653188,,,
24,material_type,37,klat,0.5450511604310622,0.48557574607075854,1054,0.5450511604310622,,,
24,material_type,37,material_type,,,7824,0.9703476482617587,,0.9703476482617587,0.34664438920803886
