step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
24,material_type,39,magnetic_susceptibility,-0.04808358919214495,0.4329261730026431,20,-0.04808358919214495,6000.0,,
24,material_type,39,zt,0.4537894197687239,0.5573247604628572,780,0.4537894197687239,234000.0,,
24,material_type,39,power_factor,0.3796630793928928,0.6143120482632682,807,0.3796630793928928,242100.0,,
24,material_type,39,thermal_conductivity,0.40122419224537686,0.5686657113939202,948,0.40122419224537686,284400.0,,
24,material_type,39,electrical_resistivity,-0.057696643326666575,0.4673659749910509,1120,-0.057696643326666575,336000.0,,
24,material_type,39,dos_density,0.3569899454149984,0.1469383096410301,1736,0.3569899454149984,520800.0,,
24,material_type,39,seebeck,0.25916803147474754,0.5947795945074164,1888,0.25916803147474754,566400.0,,
24,material_type,39,formation_energy,0.9289159790278853,0.1972884033136576,5414,0.9289159790278853,,,
24,material_type,39,magnetic_moment,0.2885623798530367,0.6822784415994179,200,0.2885623798530367,,,
24,material_type,39,tc,0.6164457704899035,0.47106447128580436,1640,0.6164457704899035,,,
24,material_type,39,klat,0.4794177451248811,0.5232844539766776,1054,0.4794177451248811,,,
24,material_type,39,material_type,,,7824,0.9717535787321063,,0.9717535787321063,0.3789327171818747
